word,nr. of tokens,tokens,word score
shortage,1,shortage,-14.346217155456543
shortages,1,shortages,-16.64525604248047
shorten,2,short_##en,-15.065498352050781
shortened,1,shortened,-15.645393371582031
shortening,2,short_##ening,-15.124968528747559
shorter,1,shorter,-14.255973815917969
shortest,1,shortest,-15.406329154968262
shortly,1,shortly,-9.111922264099121
shorts,1,shorts,-14.627237319946289
shortsighted,3,shorts_##ight_##ed,-14.550620079040527
shot,1,shot,-10.166645050048828
shotgun,1,shotgun,-12.534754753112793
shots,1,shots,-13.777722358703613
shotshells,3,shots_##hell_##s,-18.346137523651123
shouders,3,s_##hou_##ders,-30.61285638809204
should,1,should,-9.4541015625
shoulder,1,shoulder,-13.039127349853516
shouldered,2,shoulder_##ed,-16.080122470855713
shouldering,2,shoulder_##ing,-17.118632316589355
shoulders,1,shoulders,-13.206787109375
shoup,3,s_##hou_##p,-17.792890071868896
shout,1,shout,-12.6544189453125
shouted,1,shouted,-13.128490447998047
shouting,1,shouting,-14.296550750732422
shouts,1,shouts,-15.214520454406738
shoved,1,shoved,-15.098272323608398
shovel,2,shove_##l,-12.849283218383789
shoveled,2,shove_##led,-17.766825675964355
shoving,1,shoving,-15.9850435256958
show,1,show,-10.367331504821777
showdown,2,show_##down,-12.805060386657715
showed,1,showed,-13.672079086303711
shower,1,shower,-13.766528129577637
showered,1,showered,-16.285240173339844
showering,2,shower_##ing,-14.98462963104248
showers,2,shower_##s,-14.905078887939453
showing,1,showing,-13.04820728302002
showings,2,showing_##s,-18.46561622619629
showman,2,show_##man,-16.069506645202637
showmanship,2,show_##manship,-12.106189727783203
shown,1,shown,-11.924603462219238
shows,1,shows,-14.172280311584473
showy,2,show_##y,-12.012038230895996
shrank,3,s_##hra_##nk,-15.178998947143555
shred,3,s_##hr_##ed,-15.82851791381836
shredder,4,s_##hr_##edd_##er,-19.301295280456543
shreds,3,s_##hr_##eds,-18.519264221191406
shrewdly,4,s_##hr_##ew_##dly,-18.629189491271973
shriek,3,s_##hr_##iek,-16.766080856323242
shrieking,4,s_##hr_##iek_##ing,-14.537631034851074
shrill,2,s_##hrill,-14.894493103027344
shrilling,3,s_##hrill_##ing,-18.000554084777832
shrilly,3,s_##hrill_##y,-14.610513687133789
shrimp,1,shrimp,-12.03261947631836
shrine,1,shrine,-13.804600715637207
shrines,1,shrines,-16.889013290405273
shrink,1,shrink,-12.690443992614746
shrinkage,2,shrink_##age,-12.37458324432373
shrinking,2,shrink_##ing,-13.362161636352539
shriveled,4,s_##hr_##ive_##led,-17.58681869506836
shriver,3,s_##hr_##iver,-25.067465782165527
shrouded,4,s_##hr_##oud_##ed,-15.282018661499023
shrub,1,shrub,-14.150068283081055
shrubs,1,shrubs,-15.864829063415527
shrugged,1,shrugged,-13.9735689163208
shrugs,1,shrugs,-14.784626007080078
shu,2,s_##hu,-13.71502161026001
shucks,3,s_##hu_##cks,-14.885741710662842
shudder,1,shudder,-12.385161399841309
shuddered,1,shuddered,-14.507522583007812
shuddering,2,shudder_##ing,-12.157721519470215
shuffle,3,s_##hu_##ffle,-14.892161846160889
shuffled,1,shuffled,-15.629682540893555
shuffling,3,s_##hu_##ffling,-15.409257411956787
shunned,3,s_##hun_##ned,-12.9394850730896
shuns,3,s_##hun_##s,-20.25678586959839
shunt,3,s_##hun_##t,-18.060065746307373
shunts,3,s_##hun_##ts,-21.211045742034912
shut,1,shut,-9.503469467163086
shutdown,2,shut_##down,-15.924532890319824
shutdowns,3,shut_##down_##s,-19.612342357635498
shuts,2,shut_##s,-19.299525260925293
shutter,2,shut_##ter,-18.363760948181152
shutters,2,shut_##ters,-18.439021110534668
shutting,1,shutting,-14.930131912231445
